AddressLine,StateCode,City,Zipcode,PropertyPrice,BedRooms,BathRooms,Property_Sqft,School_rating,Garage,YearBuilt,TimeOnRedfin,PropertyType,PropertyStyle,PropertyCommunity,TimeOnRedfin_Days
5484 Melissa Ln,CA,Dublin,94568,1300000.0,4.0,3.0,2745.0,9,Yes,2022,39 days,Townhouse,Contemporary,BOULEVARD,39.0
3459 Finnian Way,CA,Dublin,94568,850000.0,3.0,2.5,1897.0,9,Yes,2006,8 days,Condo,Contemporary,Not Listed,8.0
3784 Dunmore Ln,CA,Dublin,94568,898900.0,2.0,2.5,1634.0,9,Yes,2004,13 days,Townhouse,Contemporary,DUBLIN,13.0
3360 Maguire Way #437,CA,Dublin,94568,390457.0,1.0,1.0,840.0,9,Yes,2007,16 days,Condo,Contemporary,DUBLIN,16.0
7437 Las Palmas Way,CA,Dublin,94568,2178000.0,5.0,3.0,2941.0,9,Yes,1989,44 days,Single Family Residential,Contemporary,HACIENDA HEIGHTS,44.0
3275 Dublin Blvd #410,CA,Dublin,94568,442000.0,1.0,1.0,840.0,9,Yes,2004,3 days,Condo,Contemporary,THE TERRACES,3.0
9010 Craydon Cir,CA,Dublin,94583,483888.0,2.0,1.0,780.0,9,No,1963,31 days,Condo,Contemporary,SUNNY GLEN,31.0
7210 Lembert Hills Dr,CA,Dublin,94568,2750000.0,4.0,4.5,3547.0,9,Yes,2021,5 days,Single Family Residential,Contemporary,DUBLIN RANCH,5.0
7618 San Sabana Rd,CA,Dublin,94568,1329800.0,3.0,2.0,1367.0,9,Yes,1963,6 days,Single Family Residential,Ranch,WEST SIDE DUBLIN,6.0
9008 Craydon Cir,CA,Dublin,94583,487500.0,2.0,1.0,780.0,9,No,1963,101 days,Townhouse,Ranch,SUNNY GLEN,101.0
7793 Peppertree Rd,CA,Dublin,94568,1649000.0,4.0,3.0,2240.0,9,Yes,1964,4 days,Single Family Residential,Contemporary,DUBLIN,4.0
7771 Bloomfield Ter,CA,Dublin,94568,2581189.0,4.0,4.5,3788.0,9,Yes,1999,34 days,Single Family Residential,Mediterranean,THE RIDGE,34.0
6127 Amethyst St,CA,Dublin,94568,1724211.0,4.0,3.5,2589.0,9,Yes,2023,17 hours,Single Family Residential,MasterPlanned,Melrose Neighborhood at Boulevard,0.7083333333333334
2400 Valentano Dr,CA,Dublin,94568,2100000.0,3.0,3.0,2475.0,9,Yes,2011,5 days,Single Family Residential,Mediterranean,POSITANO,5.0
8046 Peppertree Rd,CA,Dublin,94568,1400000.0,4.0,2.0,1936.0,9,Yes,1968,10 days,Single Family Residential,Traditional,WEST SIDE DUBLIN,10.0
11425 Winding Trail Ln,CA,Dublin,94568,1149900.0,3.0,2.5,1528.0,9,Yes,1988,5 days,Townhouse,Traditional,SILVERGATE,5.0
6452 Rosebay Ct,CA,Dublin,94568,1099880.0,4.0,3.5,2254.0,9,Yes,2023,20 days,Multi-Family (2-4 Unit),Contemporary,Boulevard - Avalon,20.0
8627 Beverly Ln,CA,Dublin,94568,999999.0,3.0,2.5,1240.0,9,Yes,1967,24 days,Condo,Contemporary,DUBLIN,24.0
8034 Brittany Dr,CA,Dublin,94568,1674777.0,5.0,2.5,3100.0,9,Yes,1988,68 days,Single Family Residential,Traditional,HIGHLANDS,68.0
6486 Rosebay Ct,CA,Dublin,94568,1099880.0,4.0,3.5,2254.0,9,Yes,2023,42 days,Multi-Family (2-4 Unit),Contemporary,Boulevard - Avalon,42.0
5223 S Esprit Loop,CA,Dublin,94568,1250000.0,4.0,3.5,1848.0,9,Yes,2014,11 days,Townhouse,Contemporary,DUBLIN,11.0
5698 El Dorado Ln,CA,Dublin,94568,1350000.0,4.0,3.5,2128.0,9,Yes,2017,40 days,Condo,Contemporary,BOULEVARD,40.0
9538 Albert Dr,CA,Dublin,94568,2570000.0,4.0,3.0,3729.0,9,Yes,2014,46 days,Single Family Residential,Mediterranean,SCHAEFER RANCH,46.0
5972 Lombard St,CA,Dublin,94568,1699888.0,5.0,4.0,2828.0,9,Yes,2019,27 days,Single Family Residential,Modern/High Tech,BOULEVARD,27.0
11268 Champagne Ct,CA,Dublin,94568,2098000.0,4.0,3.0,2820.0,9,Yes,1990,11 days,Single Family Residential,Contemporary,BORDEAUX ESTATES,11.0
6200 Sienna Ct,CA,Dublin,94568,1543880.0,4.0,4.0,2466.0,9,Yes,2023,7 days,Single Family Residential,Contemporary,Boulevard - Lombard,7.0
4585 Brannigan St,CA,Dublin,94568,1370000.0,4.0,2.5,2250.0,9,Yes,2004,416 days,Condo,Colonial,Dublin,416.0
3518 Capoterra Way,CA,Dublin,94568,1480000.0,4.0,3.5,3012.0,9,Yes,2012,69 days,Townhouse,Contemporary,Dublin,69.0
112 Norris Canyon Pl Unit B,CA,San-Ramon,94583,685000.0,2.0,1.0,1022.0,9,Yes,1983,26 days,Condo,Contemporary,THE FOOTHILLS,26.0
3478 Cinnamon Ridge Rd,CA,San-Ramon,94582,2199900.0,4.0,4.5,3006.0,7,Yes,2016,33 days,Single Family Residential,Contemporary,GALE RANCH,33.0
39 Grand Canyon Ln,CA,San-Ramon,94582,1845000.0,4.0,2.5,2360.0,9,Yes,1986,27 days,Single Family Residential,Contemporary,CANY0N LAKES,27.0
200 Manchester St,CA,San-Ramon,94506,2295000.0,5.0,3.0,2961.0,8,Yes,1991,1 hour,Single Family Residential,Traditional,MERIDIAN HILLS,0.041666666666666664
1341 Solano Ter,CA,San-Ramon,94583,1014920.0,2.0,2.5,1352.0,9,Yes,2023,53 days,Condo,Contemporary,CROW CANYON,53.0
135 Fallbury Ct,CA,San-Ramon,94583,1998000.0,4.0,3.0,3020.0,9,Yes,1989,6 days,Single Family Residential,Traditional,NEWCASTLE,6.0
9514 Velvet Leaf Cir,CA,San-Ramon,94582,2895000.0,5.0,3.5,3848.0,8,Yes,2001,33 days,Single Family Residential,Mediterranean,BRIDGES,33.0
2829 Pine Valley Rd,CA,San-Ramon,94583,1349000.0,4.0,3.0,1655.0,9,Yes,1968,11 days,Single Family Home,Ranch,SAN RAMON,11.0
1110 Lorenzini Loop,CA,San-Ramon,94583,1653020.0,4.0,3.0,2764.0,9,Yes,2023,69 days,Condo,Spanish,CROW CANYON,69.0
245 Reflections Dr #22,CA,San-Ramon,94583,669950.0,2.0,2.0,949.0,9,No,1988,24 days,Condo,Contemporary,REFLECTIONS,24.0
160 Reflections Dr #14,CA,San-Ramon,94583,659000.0,2.0,2.0,943.0,9,No,1988,6 days,Condo,Contemporary,SAN RAMON,6.0
200 Cliffecastle Ct,CA,San-Ramon,94583,3199900.0,5.0,4.5,4314.0,9,Yes,2013,32 days,Single Family Residential,Contemporary,NORRIS CANYON,32.0
70103 Via Vicenza Bd 19,CA,San-Ramon,94583,1199880.0,4.0,3.0,2134.0,9,Yes,2023,117 days,Multi-Family (2-4 Unit),Contemporary,The Preserve - Hillcrest,117.0
70105 Via Vicenza Bd 19,CA,San-Ramon,94583,1089880.0,3.0,3.5,1822.0,9,Yes,2023,124 days,Multi-Family (2-4 Unit),Contemporary,The Preserve - Hillcrest,124.0
1190 Mateo Miller Cir,CA,San-Ramon,94583,2076243.0,4.0,3.5,2846.0,9,Yes,2022,53 days,Condo,Spanish,CROW CANYON,53.0
2583 Shadow Mountain Dr,CA,San-Ramon,94583,2300000.0,4.0,5.0,4224.0,9,Yes,1971,33 days,Single Family Residential,Custom,TWIN CREEKS AREA,33.0
3324 Browntail Way,CA,San-Ramon,94582,1450000.0,3.0,2.5,1606.0,7,Yes,2007,38 days,Single Family Residential,Contemporary,GALE RANCH,38.0
61101 Via Vicenza Bd 11,CA,San-Ramon,94583,1289880.0,4.0,3.5,2269.0,9,Yes,2021,139 days,Multi-Family (2-4 Unit),Contemporary,The Preserve - Hillcrest,139.0
108 Arapaho Cir,CA,San-Ramon,94583,1825000.0,4.0,3.0,2339.0,9,Yes,1984,5 days,Single Family Residential,Traditional,BOLLINGER HILLS,5.0
109 Compton Cir Unit B,CA,San-Ramon,94583,598888.0,2.0,1.0,924.0,9,No,1988,5 days,Condo,Contemporary,HERITAGE PLACE,5.0
127 Dogwood Pl,CA,San-Ramon,94583,834950.0,2.0,2.0,960.0,9,Yes,1963,3 days,Single Family Home,Contemporary,SAN RAMON,3.0
3557 Ashbourne Cir,CA,San-Ramon,94583,2898000.0,5.0,4.5,4743.0,9,Yes,2006,40 days,Single Family Residential,Custom,NORRIS CYN ESTAT,40.0
1210 Mateo Miller Cir,CA,San-Ramon,94583,2084377.0,4.0,4.0,2813.0,9,Yes,2023,40 days,Condo,Spanish,CROW CANYON,40.0
4716 Norris Canyon Rd #202,CA,San-Ramon,94583,788000.0,3.0,2.0,951.0,9,Yes,2014,40 days,Condo,Contemporary,Not Listed,40.0
9005 Alcosta Blvd #210,CA,San-Ramon,94583,608000.0,2.0,2.5,1230.0,9,No,1971,65 days,Condo,Contemporary,SAN RAMON,65.0
2000 Wineberry Dr,CA,San-Ramon,94582,1595000.0,3.0,2.0,1675.0,8,Yes,1998,5 days,Single Family Residential,Traditional,BRIDGES,5.0
400 Melrose Ct,CA,San-Ramon,94582,2799000.0,5.0,3.5,4264.0,8,Yes,2004,34 days,Single Family Residential,Mediterranean,GALE RANCH,34.0
1013 Sky Jasmine Way,CA,San-Ramon,94582,2749000.0,4.0,4.5,4095.0,8,Yes,2015,27 days,Single Family Residential,Contemporary,GALE RANCH,27.0
220 Manchester St,CA,San-Ramon,94506,2150000.0,5.0,3.5,2961.0,8,Yes,1990,3 days,Single Family Residential,Traditional,MERIDIAN,3.0
6986 Wisteria St,CA,San-Ramon,94583,840000.0,3.0,2.0,1310.0,9,Yes,1963,81 days,Single Family Residential,Traditional,SUNNY GLEN,81.0
708 Fountainhead,CA,San-Ramon,94583,1225000.0,3.0,2.5,1461.0,9,Yes,1974,40 days,Townhouse,Contemporary,TWIN CREEKS AREA,40.0
1234 Mateo Miller Cir,CA,San-Ramon,94583,1873853.0,4.0,3.5,2846.0,9,Yes,2023,63 days,Single Family Residential,Contemporary,Twin Oaks - Arbor,63.0
15 Poppy Hills Ln,CA,San-Ramon,94583,1328000.0,3.0,2.5,1675.0,9,Yes,1999,19 days,Single Family Residential,Traditional,THE ORCHARDS,19.0
3238 Ensenada Dr,CA,San-Ramon,94583,1499000.0,4.0,2.5,1880.0,9,Yes,1976,5 days,Single Family Residential,Traditional,THE GREENS,5.0
63101 Via Vicenza Bd 12,CA,San-Ramon,94583,1299880.0,4.0,3.5,2269.0,9,Yes,2022,105 days,Multi-Family (2-4 Unit),Contemporary,The Preserve - Hillcrest,105.0
700 Ardleigh Ct,CA,San-Ramon,94583,3195000.0,5.0,5.5,5035.0,9,Yes,2002,3 days,Single Family Residential,Traditional,NORRIS CYN ESTAT,3.0
45 Longwood Ct,CA,San-Ramon,94582,1999000.0,4.0,2.5,2602.0,9,Yes,1983,46 days,Single Family Residential,Custom,VISTA SAN RAMON,46.0
3130 Sweetviolet Dr,CA,San-Ramon,94582,2225000.0,5.0,4.5,3207.0,7,Yes,2013,5 days,Single Family Residential,Contemporary,GALE RANCH,5.0
3855 Crow Canyon Rd,CA,San-Ramon,94582,745000.0,2.0,2.0,1107.0,9,Yes,1988,6 days,Condo,Contemporary,COBBLESTONE,6.0
1102 Mateo Miller Cir,CA,San-Ramon,94583,2292119.0,4.0,3.5,2860.0,9,Yes,2023,93 days,Condo,Spanish,CROW CANYON,93.0
